Entry	Gene Name	TCDB
O43586	PSTPIP1	Unknown
O43592	XPOT	1.I.1.1.3;
O43593	HR	Unknown
O43597	SPRY2	Unknown
O43598	DNPH1	Unknown
O43602	DCX	Unknown
O43603	GALR2	Unknown
O43609	SPRY1	Unknown
O43610	SPRY3	Unknown
O43612	HCRT	Unknown
O43613	HCRTR1	Unknown
O43614	HCRTR2	Unknown
O43615	TIMM44	Unknown
O43617	TRAPPC3	Unknown
O43623	SNAI2	Unknown
O43633	CHMP2A	Unknown
O43639	NCK2	Unknown
O43653	PSCA	Unknown
O43660	PLRG1	Unknown
O43663	PRC1	Unknown
O43665	RGS10	Unknown
O43670	ZNF207	Unknown
O43674	NDUFB5	Unknown
O43676	NDUFB3	Unknown
O43678	NDUFA2	Unknown
O43679	LDB2	Unknown
O43680	TCF21	Unknown
O43681	GET3	3.A.19.1.1;
O43683	BUB1	Unknown
O43684	BUB3	Unknown
O43687	AKAP7	Unknown
O43688	PLPP2	Unknown
O43699	SIGLEC6	Unknown
O43704	SULT1B1	Unknown
O43707	ACTN4	Unknown
O43708	GSTZ1	Unknown
O43709	BUD23	Unknown
O43711	TLX3	Unknown
O43715	TRIAP1	3.A.9.1.1;
O43716	GATC	Unknown
O43719	HTATSF1	Unknown
O43731	KDELR3	Unknown
O43734	TRAF3IP2	Unknown
O43739	CYTH3	Unknown
O43741	PRKAB2	Unknown
O43745	CHP2	Unknown
O43747	AP1G1	9.B.278.1.1;
O43749	OR1F1	Unknown
O43752	STX6	1.F.1.1.5;
O43759	SYNGR1	Unknown
O43760	SYNGR2	Unknown
O43761	SYNGR3	Unknown
O43763	TLX2	Unknown
O43765	SGTA	Unknown
O43766	LIAS	Unknown
O43768	ENSA	Unknown
O43772	SLC25A20	2.A.29.8.3;
O43776	NARS1	Unknown
O43781	DYRK3	Unknown
O43790	KRT86	Unknown
O43791	SPOP	Unknown
O43795	MYO1B	Unknown
O43805	SSNA1	Unknown
O43808	SLC25A17	2.A.29.20.1;
O43809	NUDT21	Unknown
O43813	LANCL1	Unknown
O43815	STRN	Unknown
O43818	RRP9	Unknown
O43819	SCO2	Unknown
O43820	HYAL3	Unknown
O43822	CFAP410	Unknown
O43823	AKAP8	Unknown
O43825	B3GALT2	Unknown
O43826	SLC37A4	2.A.1.4.5;
O43827	ANGPTL7	Unknown
O43829	ZBTB14	Unknown
O43837	IDH3B	Unknown
O43847	NRDC	Unknown
O43852	CALU	Unknown
O43854	EDIL3	Unknown
O43861	ATP9B	Unknown
O43865	AHCYL1	Unknown
O43866	CD5L	Unknown
O43868	SLC28A2	2.A.41.2.4;
O43889	CREB3	Unknown
O43895	XPNPEP2	Unknown
O43896	KIF1C	Unknown
O43897	TLL1	Unknown
O43900	PRICKLE3	Unknown
O43903	GAS2	Unknown
O43909	EXTL3	Unknown
O43913	ORC5	Unknown
O43914	TYROBP	8.A.128.1.1;
O43915	VEGFD	8.A.245.1.4;
O43916	CHST1	Unknown
O43918	AIRE	Unknown
O43920	NDUFS5	Unknown
O43921	EFNA2	Unknown
O43924	PDE6D	Unknown
O43927	CXCL13	Unknown
O43929	ORC4	Unknown
O43933	PEX1	3.A.20.1.1;
O60216	RAD21	Unknown
O60218	AKR1B10	Unknown
O60220	TIMM8A	Unknown
O60229	KALRN	Unknown
O60231	DHX16	Unknown
O60232	ZNRD2	Unknown
O60235	TMPRSS11D	Unknown
O60237	PPP1R12B	Unknown
O60238	BNIP3L	1.A.20.1.2;
O60239	SH3BP5	Unknown
O60240	PLIN1	Unknown
O60241	ADGRB2	9.A.14.6.6;
O60242	ADGRB3	9.A.14.6.7;
O60243	HS6ST1	Unknown
O60244	MED14	Unknown
O60248	SOX15	Unknown
O60256	PRPSAP2	Unknown
O60258	FGF17	Unknown
O60259	KLK8	Unknown
O60260	PRKN	8.A.52.2.1;
O60264	SMARCA5	Unknown
O60266	ADCY3	Unknown
O60269	GPRIN2	Unknown
O60271	SPAG9	Unknown
O60281	ZNF292	Unknown
O60282	KIF5C	Unknown
O60284	ST18	Unknown
O60285	NUAK1	Unknown
O60291	MGRN1	Unknown
O60292	SIPA1L3	Unknown
O60293	ZFC3H1	Unknown
O60294	LCMT2	Unknown
O60296	TRAK2	Unknown
O60303	KATNIP	Unknown
O60304	ZNF500	Unknown
O60306	AQR	Unknown
O60307	MAST3	Unknown
O60308	CEP104	Unknown
O60312	ATP10A	3.A.3.8.26;
O60313	OPA1	1.N.6.1.2;
O60315	ZEB2	Unknown
O60318	MCM3AP	1.I.1.1.3;
O60331	PIP5K1C	Unknown
O60333	KIF1B	Unknown
O60336	MAPKBP1	Unknown
O60337	MARCHF6	8.A.159.1.11;
O60341	KDM1A	Unknown
O60343	TBC1D4	8.A.87.1.1;
O60346	PHLPP1	Unknown
O60353	FZD6	Unknown
O60356	NUPR1	Unknown
O60359	CACNG3	8.A.16.2.2;
O60381	HBP1	Unknown
O60383	GDF9	Unknown
O60391	GRIN3B	Unknown
O60393	NOBOX	Unknown
O60423	ATP8B3	Unknown
O60427	FADS1	Unknown
O60437	PPL	Unknown
O60443	GSDME	1.C.123.1.5;
O60447	EVI5	Unknown
O60449	LY75	Unknown
O60462	NRP2	8.A.47.1.6;
O60469	DSCAM	Unknown
O60476	MAN1A2	Unknown
O60477	BRINP1	1.C.39.17.1;
O60478	GPR137B	9.B.123.1.1;
O60479	DLX3	Unknown
O60481	ZIC3	Unknown
O60486	PLXNC1	Unknown
O60487	MPZL2	Unknown
O60488	ACSL4	4.C.1.1.21;
O60493	SNX3	3.A.34.1.1;9.A.3.1.1;
O60494	CUBN	9.B.87.1.34;
O60496	DOK2	Unknown
O60499	STX10	Unknown
O60500	NPHS1	8.A.23.1.33;
O60502	OGA	Unknown
O60503	ADCY9	Unknown
O60504	SORBS3	Unknown
O60506	SYNCRIP	Unknown
O60507	TPST1	Unknown
O60508	CDC40	Unknown
O60512	B4GALT3	Unknown
O60513	B4GALT4	Unknown
O60516	EIF4EBP3	Unknown
O60519	CREBL2	Unknown
O60524	NEMF	Unknown
O60543	CIDEA	Unknown
O60547	GMDS	Unknown
O60548	FOXD2	Unknown
O60551	NMT2	Unknown
O60563	CCNT1	Unknown
O60565	GREM1	Unknown
O60566	BUB1B	Unknown
O60568	PLOD3	Unknown
O60573	EIF4E2	Unknown
O60583	CCNT2	Unknown
O60602	TLR5	Unknown
O60603	TLR2	8.A.43.1.16;
O60609	GFRA3	Unknown
O60610	DIAPH1	Unknown
O60613	SELENOF	Unknown
O60635	TSPAN1	Unknown
O60636	TSPAN2	Unknown
O60641	SNAP91	Unknown
O60645	EXOC3	1.F.2.1.2;
O60656	UGT1A9	Unknown
O60658	PDE8A	Unknown
O60662	KLHL41	Unknown
O60663	LMX1B	Unknown
O60664	PLIN3	Unknown
O60667	FCMR	Unknown
O60669	SLC16A7	2.A.1.13.5;
O60671	RAD1	Unknown
O60673	REV3L	Unknown
O60674	JAK2	Unknown
O60675	MAFK	Unknown
O60678	PRMT3	Unknown
O60682	MSC	Unknown
O60683	PEX10	3.A.20.1.1;
O60684	KPNA6	1.I.1.1.3;
O60687	SRPX2	Unknown
O60701	UGDH	Unknown
O60704	TPST2	Unknown
O60706	ABCC9	3.A.1.208.23;
O60711	LPXN	Unknown
O60716	CTNND1	8.A.160.1.1;
O60721	SLC24A1	2.A.19.4.9;
O60725	ICMT	Unknown
O60729	CDC14B	Unknown
O60733	PLA2G6	Unknown
O60741	HCN1	1.A.1.5.32;
O60749	SNX2	3.A.34.1.1;
O60755	GALR3	Unknown
O60759	CYTIP	Unknown
O60760	HPGDS	Unknown
O60762	DPM1	Unknown
O60763	USO1	Unknown
O60779	SLC19A2	2.A.48.1.2;
O60783	MRPS14	Unknown
O60784	TOM1	9.B.278.1.6;
O60806	TBX19	Unknown
O60812	HNRNPCL1	Unknown
O60814	H2BC12	Unknown
O60825	PFKFB2	Unknown
O60826	CCDC22	9.A.3.1.2;
O60828	PQBP1	Unknown
O60829	PAGE4	Unknown
O60830	TIMM17B	Unknown
O60831	PRAF2	Unknown
O60832	DKC1	Unknown
O60840	CACNA1F	1.A.1.11.11;
O60841	EIF5B	Unknown
O60844	ZG16	Unknown
O60858	TRIM13	Unknown
O60861	GAS7	Unknown
O60869	EDF1	Unknown
O60870	KIN	Unknown
O60879	DIAPH2	Unknown
O60880	SH2D1A	Unknown
O60882	MMP20	Unknown
O60883	GPR37L1	Unknown
O60884	DNAJA2	Unknown
O60885	BRD4	Unknown
O60888	CUTA	Unknown
O60890	OPHN1	Unknown
O60894	RAMP1	8.A.127.1.1;
O60895	RAMP2	8.A.127.1.2;
O60896	RAMP3	8.A.127.1.3;
O60902	SHOX2	Unknown
O60906	SMPD2	Unknown
O60907	TBL1X	Unknown
O60909	B4GALT2	Unknown
O60911	CTSV	Unknown
O60921	HUS1	Unknown
O60925	PFDN1	Unknown
O60927	PPP1R11	Unknown
O60928	KCNJ13	1.A.2.1.8;
O60930	RNASEH1	Unknown
O60931	CTNS	2.A.43.1.1;
O60934	NBN	Unknown
O60936	NOL3	Unknown
O60938	KERA	Unknown
O60939	SCN2B	8.A.17.2.1;
O60941	DTNB	Unknown
O60942	RNGTT	Unknown
O75015	FCGR3B	8.A.23.2.7;
O75019	LILRA1	Unknown
O75022	LILRB3	Unknown
O75023	LILRB5	Unknown
O75027	ABCB7	3.A.1.210.4;
O75030	MITF	Unknown
O75031	HSF2BP	Unknown
O75037	KIF21B	Unknown
O75038	PLCH2	Unknown
O75044	SRGAP2	Unknown
O75051	PLXNA2	Unknown
O75052	NOS1AP	Unknown
O75054	IGSF3	Unknown
O75056	SDC3	Unknown
O75061	DNAJC6	Unknown
O75063	FAM20B	Unknown
O75069	TMCC2	Unknown
O75072	FKTN	Unknown
O75074	LRP3	Unknown
O75077	ADAM23	Unknown
O75078	ADAM11	8.A.77.1.1;
O75081	CBFA2T3	Unknown
O75083	WDR1	Unknown
O75084	FZD7	Unknown
O75093	SLIT1	9.B.87.1.40;
O75094	SLIT3	9.B.87.1.41;
O75096	LRP4	9.B.87.1.24;
O75106	AOC2	Unknown
O75110	ATP9A	3.A.3.8.16;
O75112	LDB3	Unknown
O75113	N4BP1	Unknown
O75116	ROCK2	Unknown
O75121	MFAP3L	Unknown
O75122	CLASP2	Unknown
O75127	PTCD1	Unknown
O75128	COBL	Unknown
O75129	ASTN2	Unknown
O75131	CPNE3	8.A.210.1.2;
O75132	ZBED4	Unknown
O75140	DEPDC5	Unknown
O75143	ATG13	9.A.15.2.1;
O75144	ICOSLG	Unknown
O75145	PPFIA3	Unknown
O75146	HIP1R	Unknown
O75147	OBSL1	Unknown
O75150	RNF40	Unknown
O75151	PHF2	Unknown
O75152	ZC3H11A	Unknown
O75154	RAB11FIP3	Unknown
O75155	CAND2	Unknown
O75159	SOCS5	Unknown
O75161	NPHP4	Unknown
O75164	KDM4A	Unknown
O75165	DNAJC13	Unknown
O75167	PHACTR2	Unknown
O75170	PPP6R2	Unknown
O75173	ADAMTS4	8.A.77.1.7;
O75175	CNOT3	Unknown
O75177	SS18L1	Unknown
O75179	ANKRD17	Unknown
O75182	SIN3B	Unknown
O75185	ATP2C2	3.A.3.2.9;
O75190	DNAJB6	Unknown
O75191	XYLB	Unknown
O75192	PEX11A	1.A.101.1.2;
O75197	LRP5	Unknown
O75204	TMEM127	9.B.419.1.1;
O75208	COQ9	Unknown
O75223	GGCT	Unknown
O75251	NDUFS7	Unknown
O75293	GADD45B	Unknown
O75298	RTN2	Unknown
O75306	NDUFS2	Unknown
O75309	CDH16	Unknown
O75311	GLRA3	1.A.9.3.1;
O75312	ZPR1	Unknown
O75317	USP12	Unknown
O75319	DUSP11	Unknown
O75323	NIPSNAP2	Unknown
O75324	SNN	Unknown
O75326	SEMA7A	Unknown
O75330	HMMR	Unknown
O75334	PPFIA2	Unknown
O75339	CILP	Unknown
O75340	PDCD6	3.A.5.9.1;
O75342	ALOX12B	Unknown
O75343	GUCY1B2	Unknown
O75344	FKBP6	Unknown
O75347	TBCA	Unknown
O75348	ATP6V1G1	3.A.2.2.4;
O75351	VPS4B	Unknown
O75354	ENTPD6	Unknown
O75355	ENTPD3	Unknown
O75356	ENTPD5	Unknown
O75360	PROP1	Unknown
O75362	ZNF217	Unknown
O75364	PITX3	Unknown
O75365	PTP4A3	Unknown
O75366	AVIL	Unknown
O75367	MACROH2A1	Unknown
O75368	SH3BGRL	Unknown
O75369	FLNB	8.A.66.1.5;
O75376	NCOR1	Unknown
O75379	VAMP4	Unknown
O75380	NDUFS6	Unknown
O75381	PEX14	3.A.20.1.1;
O75382	TRIM3	8.A.133.1.13;
O75385	ULK1	Unknown
O75386	TULP3	8.A.250.1.1;
O75387	SLC43A1	2.A.1.44.1;
O75390	CS	Unknown
O75396	SEC22B	Unknown
O75398	DEAF1	Unknown
O75400	PRPF40A	Unknown
O75409	H2AP	Unknown
O75410	TACC1	Unknown
O75414	NME6	Unknown
O75417	POLQ	Unknown
O75419	CDC45	Unknown
O75420	GIGYF1	Unknown
O75425	MOSPD3	Unknown
O75426	FBXO24	Unknown
O75427	LRCH4	Unknown
O75431	MTX2	Unknown
O75436	VPS26A	9.A.3.1.1;
O75438	NDUFB1	Unknown
O75439	PMPCB	Unknown
O75443	TECTA	9.B.87.1.35;
O75444	MAF	Unknown
O75445	USH2A	Unknown
O75446	SAP30	Unknown
O75448	MED24	Unknown
O75449	KATNA1	Unknown
O75452	RDH16	Unknown
O75460	ERN1	8.A.104.1.9;
O75461	E2F6	Unknown
O75462	CRLF1	Unknown
O75469	NR1I2	9.B.208.1.3;
O75473	LGR5	Unknown
O75475	PSIP1	Unknown
O75477	ERLIN1	1.P.1.1.1;8.A.195.1.1;
O75478	TADA2A	Unknown
O75486	SUPT3H	Unknown
O75487	GPC4	Unknown
O75489	NDUFS3	Unknown
O75494	SRSF10	Unknown
O75496	GMNN	Unknown
O75503	CLN5	Unknown
O75506	HSBP1	Unknown
O75508	CLDN11	Unknown
O75509	TNFRSF21	Unknown
O75521	ECI2	Unknown
O75525	KHDRBS3	Unknown
O75528	TADA3	Unknown
O75529	TAF5L	Unknown
O75530	EED	Unknown
O75531	BANF1	Unknown
O75533	SF3B1	Unknown
O75534	CSDE1	Unknown
O75553	DAB1	Unknown
O75554	WBP4	Unknown
O75556	SCGB2A1	Unknown
O75558	STX11	Unknown
O75563	SKAP2	Unknown
O75564	JRK	Unknown
O75569	PRKRA	Unknown
O75570	MTRF1	Unknown
O75575	CRCP	Unknown
O75578	ITGA10	Unknown
O75581	LRP6	Unknown
O75582	RPS6KA5	Unknown
O75586	MED6	Unknown
O75592	MYCBP2	Unknown
O75593	FOXH1	Unknown
O75594	PGLYRP1	Unknown
O75600	GCAT	Unknown
O75602	SPAG6	Unknown
O75603	GCM2	Unknown
O75604	USP2	Unknown
O75607	NPM3	Unknown
O75608	LYPLA1	Unknown
O75610	LEFTY1	Unknown
O75616	ERAL1	Unknown
O75618	DEDD	Unknown
O75626	PRDM1	Unknown
O75628	REM1	Unknown
O75629	CREG1	Unknown
O75631	UPK3A	8.A.90.2.1;
O75636	FCN3	Unknown
O75638	CTAG2	Unknown
O75643	SNRNP200	Unknown
O75648	TRMU	Unknown
O75663	TIPRL	Unknown
O75665	OFD1	Unknown
O75674	TOM1L1	Unknown
O75676	RPS6KA4	Unknown
O75677	RFPL1	Unknown
O75679	RFPL3	Unknown
O75683	SURF6	Unknown
O75688	PPM1B	Unknown
O75689	ADAP1	Unknown
O75691	UTP20	Unknown
O75694	NUP155	1.I.1.1.3;
O75695	RP2	Unknown
O75712	GJB3	1.A.24.1.10;
O75716	STK16	Unknown
O75717	WDHD1	Unknown
O75718	CRTAP	Unknown
O75746	SLC25A12	2.A.29.14.1;
O75747	PIK3C2G	Unknown
O75751	SLC22A3	2.A.1.19.24;
O75752	B3GALNT1	Unknown
O75762	TRPA1	1.A.4.6.3;
O75771	RAD51D	Unknown
O75781	PALM	Unknown
O75783	RHBDL1	Unknown
O75787	ATP6AP2	8.A.80.1.1;
O75791	GRAP2	Unknown
O75792	RNASEH2A	Unknown
O75794	CDC123	Unknown
O75795	UGT2B17	Unknown
O75800	ZMYND10	Unknown
O75807	PPP1R15A	Unknown
O75808	CAPN15	Unknown
O75815	BCAR3	Unknown
O75817	POP7	Unknown
O75818	RPP40	Unknown
O75821	EIF3G	Unknown
O75822	EIF3J	Unknown
O75828	CBR3	Unknown
O75829	CNMD	Unknown
O75832	PSMD10	Unknown
O75838	CIB2	8.A.82.1.10;
O75840	KLF7	Unknown
O75841	UPK1B	8.A.40.7.2;
O75843	AP1G2	Unknown
O75844	ZMPSTE24	9.B.1.1.1;
O75845	SC5D	Unknown
O75864	PPP1R37	Unknown
O75865	TRAPPC6A	Unknown
O75871	CEACAM4	Unknown
O75874	IDH1	Unknown
O75879	GATB	Unknown
O75880	SCO1	Unknown
O75881	CYP7B1	Unknown
O75882	ATRN	Unknown
O75884	RBBP9	Unknown
O75886	STAM2	Unknown
O75888	TNFSF13	Unknown
O75891	ALDH1L1	Unknown
O75896	TUSC2	Unknown
O75897	SULT1C4	Unknown
O75899	GABBR2	9.A.14.15.1;
O75900	MMP23B	8.B.14.2.2;
O75907	DGAT1	2.A.50.4.1;
O75908	SOAT2	2.A.50.4.11;
O75909	CCNK	Unknown
O75911	DHRS3	Unknown
O75912	DGKI	Unknown
O75914	PAK3	Unknown
O75915	ARL6IP5	9.A.49.1.3;
O75916	RGS9	Unknown
O75920	SERF1A	Unknown
O75923	DYSF	1.F.1.2.1;
O75925	PIAS1	Unknown
O75928	PIAS2	Unknown
O75934	BCAS2	Unknown
O75935	DCTN3	Unknown
O75936	BBOX1	Unknown
O75937	DNAJC8	Unknown
O75940	SMNDC1	Unknown
O75943	RAD17	Unknown
O75947	ATP5PD	3.A.2.1.15;
O75951	LYZL6	Unknown
O75952	CABYR	Unknown
O75955	FLOT1	8.A.21.3.1;
O75956	CDK2AP2	Unknown
O75962	TRIO	Unknown
O75964	ATP5MG	3.A.2.1.15;
O75969	AKAP3	Unknown
O75970	MPDZ	Unknown
O75971	SNAPC5	Unknown
O75976	CPD	Unknown
O75995	SASH3	Unknown
O76003	GLRX3	Unknown
O76011	KRT34	Unknown
O76013	KRT36	Unknown
O76014	KRT37	Unknown
O76015	KRT38	Unknown
O76021	RSL1D1	Unknown
O76024	WFS1	8.A.57.1.1;
O76027	ANXA9	Unknown
O76031	CLPX	Unknown
O76036	NCR1	Unknown
O76039	CDKL5	Unknown
O76041	NEBL	Unknown
O76050	NEURL1	Unknown
O76054	SEC14L2	Unknown
O76061	STC2	Unknown
O76062	TM7SF2	Unknown
O76064	RNF8	Unknown
O76070	SNCG	1.C.77.1.3;
O76071	CIAO1	Unknown
O76074	PDE5A	Unknown
O76075	DFFB	Unknown
O76076	CCN5	Unknown
O76080	ZFAND5	Unknown
O76081	RGS20	Unknown
O76082	SLC22A5	2.A.1.19.3;
O76083	PDE9A	Unknown
O76090	BEST1	1.A.46.1.1;
O76093	FGF18	Unknown
O76094	SRP72	3.A.5.9.1;
O76095	JTB	Unknown
O76096	CST7	Unknown
O77932	DXO	Unknown
O94759	TRPM2	1.A.4.5.5;
O94760	DDAH1	Unknown
O94761	RECQL4	Unknown
O94762	RECQL5	Unknown
O94763	URI1	Unknown
O94766	B3GAT3	Unknown
O94768	STK17B	Unknown
O94769	ECM2	Unknown
O94776	MTA2	Unknown
O94777	DPM2	Unknown
O94778	AQP8	1.A.8.10.15;
O94779	CNTN5	Unknown
O94782	USP1	Unknown
O94788	ALDH1A2	Unknown
O94804	STK10	Unknown
O94805	ACTL6B	Unknown
O94806	PRKD3	Unknown
O94808	GFPT2	Unknown
O94810	RGS11	Unknown
O94811	TPPP	Unknown
O94812	BAIAP3	Unknown
O94813	SLIT2	9.B.87.1.32;
O94817	ATG12	9.A.15.2.1;
O94818	NOL4	Unknown
O94822	LTN1	Unknown
O94823	ATP10B	Unknown
O94826	TOMM70	Unknown
O94827	PLEKHG5	Unknown
O94829	IPO13	1.I.1.1.3;
O94830	DDHD2	Unknown
O94832	MYO1D	Unknown
O94842	TOX4	Unknown
O94844	RHOBTB1	Unknown
O94850	DDN	Unknown
O94851	MICAL2	Unknown
O94855	SEC24D	Unknown
O94856	NFASC	Unknown
O94864	SUPT7L	Unknown
O94868	FCHSD2	Unknown
O94874	UFL1	Unknown
O94875	SORBS2	Unknown
O94876	TMCC1	8.A.109.1.6;
O94880	PHF14	Unknown
O94885	SASH1	Unknown
O94886	TMEM63A	1.A.17.5.21;
O94887	FARP2	Unknown
O94888	UBXN7	Unknown
O94889	KLHL18	Unknown
O94892	ZNF432	Unknown
O94898	LRIG2	Unknown
O94900	TOX	Unknown
O94901	SUN1	1.I.1.1.3;
O94905	ERLIN2	1.P.1.1.1;8.A.195.1.1;
O94906	PRPF6	Unknown
O94907	DKK1	Unknown
O94910	ADGRL1	Unknown
O94911	ABCA8	3.A.1.211.6;
O94913	PCF11	Unknown
O94915	FRYL	Unknown
O94916	NFAT5	Unknown
O94919	ENDOD1	Unknown
O94921	CDK14	Unknown
O94923	GLCE	Unknown
O94925	GLS	Unknown
O94927	HAUS5	Unknown
O94929	ABLIM3	Unknown
O94933	SLITRK3	Unknown
O94941	UBOX5	Unknown
O94953	KDM4B	Unknown
O94955	RHOBTB3	Unknown
O94956	SLCO2B1	2.A.60.1.20;
O94964	MTCL2	Unknown
O94966	USP19	Unknown
O94967	WDR47	8.A.92.1.16;
O94972	TRIM37	Unknown
O94973	AP2A2	9.B.278.1.4;
O94979	SEC31A	3.A.5.9.1;
O94983	CAMTA2	Unknown
O94985	CLSTN1	Unknown
O94986	CEP152	Unknown
O94989	ARHGEF15	Unknown
O94991	SLITRK5	Unknown
O94992	HEXIM1	Unknown
O94993	SOX30	Unknown
O95045	UPP2	Unknown
O95047	OR2A4	Unknown
O95049	TJP3	8.A.24.1.13;
O95050	INMT	Unknown
O95057	DIRAS1	Unknown
O95059	RPP14	Unknown
O95067	CCNB2	1.I.1.1.3;
O95069	KCNK2	Unknown
O95070	YIF1A	Unknown
O95071	UBR5	Unknown
O95072	REC8	Unknown
O95073	FSBP	Unknown
O95096	NKX2-2	Unknown
O95104	SCAF4	Unknown
O95125	ZNF202	Unknown
O95136	S1PR2	Unknown
O95139	NDUFB6	Unknown
O95140	MFN2	1.N.6.1.2;1.R.1.1.1;
O95147	DUSP14	Unknown
O95149	SNUPN	Unknown
O95150	TNFSF15	Unknown
O95153	TSPOAP1	8.A.34.3.1;
O95154	AKR7A3	Unknown
O95155	UBE4B	Unknown
O95159	ZFPL1	Unknown
O95163	ELP1	Unknown
O95166	GABARAP	1.A.9.5.2;
O95167	NDUFA3	Unknown
O95168	NDUFB4	Unknown
O95169	NDUFB8	Unknown
O95171	SCEL	Unknown
O95180	CACNA1H	1.A.1.11.5;
O95182	NDUFA7	Unknown
O95183	VAMP5	Unknown
O95185	UNC5C	Unknown
O95190	OAZ2	Unknown
O95196	CSPG5	Unknown
O95197	RTN3	Unknown
O95198	KLHL2	8.A.160.1.4;
O95199	RCBTB2	Unknown
O95201	ZNF205	Unknown
O95202	LETM1	2.A.97.1.1;
O95206	PCDH8	Unknown
O95208	EPN2	Unknown
O95210	STBD1	9.B.207.1.1;
O95214	LEPROTL1	Unknown
O95218	ZRANB2	Unknown
O95219	SNX4	3.A.34.1.1;
O95229	ZWINT	Unknown
O95231	VENTX	Unknown
O95232	LUC7L3	Unknown
O95235	KIF20A	Unknown
O95236	APOL3	Unknown
O95237	LRAT	Unknown
O95238	SPDEF	Unknown
O95239	KIF4A	Unknown
O95243	MBD4	Unknown
O95248	SBF1	Unknown
O95249	GOSR1	8.A.216.1.1;
O95251	KAT7	Unknown
O95255	ABCC6	3.A.1.208.10;
O95256	IL18RAP	Unknown
O95257	GADD45G	Unknown
O95258	SLC25A14	2.A.29.24.1;
O95259	KCNH1	1.A.1.20.10;1.I.1.1.3;
O95260	ATE1	Unknown
O95263	PDE8B	Unknown
O95264	HTR3B	1.A.9.2.5;
O95267	RASGRP1	Unknown
O95271	TNKS	1.I.1.1.3;
O95273	CCNDBP1	Unknown
O95274	LYPD3	Unknown
O95278	EPM2A	Unknown
O95279	KCNK5	1.A.1.8.2;
O95292	VAPB	1.R.1.1.1;9.B.17.1.1;
O95294	RASAL1	Unknown
O95295	SNAPIN	1.F.1.1.1;
O95297	MPZL1	Unknown
O95298	NDUFC2	Unknown
O95299	NDUFA10	Unknown
O95302	FKBP9	Unknown
O95319	CELF2	Unknown
O95340	PAPSS2	Unknown
O95342	ABCB11	3.A.1.201.2;
O95343	SIX3	Unknown
O95347	SMC2	Unknown
O95352	ATG7	9.A.15.2.1;
O95359	TACC2	Unknown
O95361	TRIM16	Unknown
O95363	FARS2	Unknown
O95365	ZBTB7A	Unknown
O95372	LYPLA2	Unknown
O95373	IPO7	1.I.1.1.3;
O95376	ARIH2	Unknown
O95377	GJB5	Unknown
O95379	TNFAIP8	Unknown
O95382	MAP3K6	Unknown
O95388	CCN4	Unknown
O95389	CCN6	Unknown
O95390	GDF11	Unknown
O95391	SLU7	Unknown
O95393	BMP10	Unknown
O95394	PGM3	Unknown
O95395	GCNT3	Unknown
O95396	MOCS3	Unknown
O95398	RAPGEF3	Unknown
O95399	UTS2	Unknown
O95400	CD2BP2	Unknown
O95402	MED26	Unknown
O95405	ZFYVE9	Unknown
O95406	CNIH1	8.A.61.1.2;
O95407	TNFRSF6B	Unknown
O95409	ZIC2	Unknown
O95415	BRI3	Unknown
O95416	SOX14	Unknown
O95425	SVIL	Unknown
O95427	PIGN	Unknown
O95428	PAPLN	Unknown
O95429	BAG4	Unknown
O95433	AHSA1	8.A.163.1.1;
O95436	SLC34A2	2.A.58.1.4;
O95445	APOM	Unknown
O95447	LCA5L	Unknown
O95450	ADAMTS2	Unknown
O95452	GJB6	Unknown
O95453	PARN	Unknown
O95455	TGDS	Unknown
O95456	PSMG1	Unknown
O95460	MATN4	Unknown
O95461	LARGE1	Unknown
O95466	FMNL1	Unknown
O95467	GNAS	Unknown
O95470	SGPL1	Unknown
O95471	CLDN7	1.H.1.1.2;
O95475	SIX6	Unknown
O95476	CTDNEP1	Unknown
O95477	ABCA1	3.A.1.211.14;
O95479	H6PD	Unknown
O95484	CLDN9	1.H.1.1.19;
O95486	SEC24A	Unknown
O95487	SEC24B	Unknown
O95490	ADGRL2	9.A.14.6.9;
O95497	VNN1	Unknown
O95498	VNN2	Unknown
O95500	CLDN14	Unknown
O95503	CBX6	Unknown
O95528	SLC2A10	2.A.1.1.59;
O95544	NADK	Unknown
O95551	TDP2	Unknown
O95562	SFT2D2	Unknown
O95563	MPC2	2.A.105.1.2;
O95568	METTL18	Unknown
O95571	ETHE1	Unknown
O95573	ACSL3	Unknown
O95600	KLF8	Unknown
O95602	POLR1A	Unknown
O95613	PCNT	Unknown
O95619	YEATS4	Unknown
O95622	ADCY5	Unknown
O95628	CNOT4	Unknown
O95630	STAMBP	Unknown
O95631	NTN1	Unknown
O95633	FSTL3	Unknown
O95639	CPSF4	Unknown
O95644	NFATC1	Unknown
O95670	ATP6V1G2	Unknown
O95671	ASMTL	Unknown
O95672	ECEL1	Unknown
O95674	CDS2	Unknown
O95677	EYA4	Unknown
O95678	KRT75	Unknown
O95684	CEP43	Unknown
O95696	BRD1	Unknown
O95704	APBB3	Unknown
O95707	POP4	Unknown
O95711	LY86	Unknown
O95714	HERC2	Unknown
O95715	CXCL14	Unknown
O95716	RAB3D	Unknown
O95718	ESRRB	Unknown
O95721	SNAP29	Unknown
O95727	CRTAM	Unknown
O95741	CPNE6	Unknown
O95747	OXSR1	Unknown
O95749	GGPS1	Unknown
O95750	FGF19	Unknown
O95751	LDOC1	Unknown
O95754	SEMA4F	Unknown
